Day          Total    Perdiem  Percentage
Sep-30-2020 1112211	5675	1%
Sep-29-2020 1106536	5766	1%
Sep-28-2020 1100770	4035	0%
Sep-27-2020 1096735	4157	0%
Sep-26-2020 1092578	5271	0%
Sep-25-2020 1087307	5512	1%
Sep-24-2020 1081795	5494	1%
Sep-23-2020 1076301	5859	1%
Sep-22-2020 1070442	5737	1%
Sep-21-2020 1064705	4281	0%
Sep-20-2020 1060424	4337	0%
Sep-19-2020 1056087	5195	0%
Sep-18-2020 1050892	5820	1%
Sep-17-2020 1045072	5705	1%
Sep-16-2020 1039367	6000	1%
Sep-15-2020 1033367	6311	1%
Sep-14-2020 1027056	4798	0%
Sep-13-2020 1022258	4386	0%
Sep-12-2020 1017872	5269	1%
Sep-11-2020 1012603	5930	1%
Sep-10-2020 1006673	5902	1%
Sep-9-2020 1000771	6103	1%
Sep-8-2020 994668	5057	1%
Sep-7-2020 989611	4604	0%
Sep-6-2020 985007	4645	0%
Sep-5-2020 980362	5320	1%
Sep-4-2020 975042	6134	1%
Sep-3-2020 968908	6169	1%
Sep-2-2020 962739	6515	1%
Sep-1-2020 956224	6437	1%
Aug-31-2020 949787	4905	1%
Aug-30-2020 944882	4739	1%
Aug-29-2020 940143	5708	1%
Aug-28-2020 934435	6252	1%
Aug-27-2020 928183	6518	1%
Aug-26-2020 921665	6605	1%
Aug-25-2020 915060	6669	1%
Aug-24-2020 908391	5102	1%
Aug-23-2020 903289	5078	1%
Aug-22-2020 898211	6053	1%
Aug-21-2020 892158	6626	1%
Aug-20-2020 885532	6642	1%
Aug-19-2020 878890	6876	1%
Aug-18-2020 872014	6882	1%
Aug-17-2020 865132	5240	1%
Aug-16-2020 859892	5180	1%
Aug-15-2020 854712	6063	1%
Aug-14-2020 848649	6461	1%
Aug-13-2020 842188	7013	1%
Aug-12-2020 835175	6951	1%
Aug-11-2020 828224	6757	1%
Aug-10-2020 821467	5361	1%
Aug-9-2020 816106	5442	1%
Aug-8-2020 810664	6045	1%
Aug-7-2020 804619	6965	1%
Aug-6-2020 797654	7021	1%
Aug-5-2020 790633	7407	1%
Aug-4-2020 783226	6885	1%
Aug-3-2020 776341	5478	1%
Aug-2-2020 770863	5077	1%
Aug-1-2020 765786	6206	1%
Jul-31-2020 759580	6790	1%
Jul-30-2020 752790	7000	1%
